33, Private, 215596, 9th, 5, Married-civ-spouse, Craft-repair, Husband, Other, Male, 0, 0, 40, Mexico, <=50K.
18, Private, 244115, 11th, 7, Never-married, Other-service, Own-child, Black, Male, 0, 0, 16, United-States, <=50K.
29, Private, 351902, HS-grad, 9, Divorced, Sales, Not-in-family, White, Male, 0, 0, 34, United-States, <=50K.
33, Private, 291414, 11th, 7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K.
27, Private, 278736, 12th, 8, Never-married, Handlers-cleaners, Other-relative, White, Male, 0, 0, 40, Mexico, <=50K.
44, Private, 138975, HS-grad, 9, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K.
32, Private, 165295, 5th-6th, 3, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, Mexico, <=50K.
49, Self-emp-inc, 93557, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K.
66, Self-emp-not-inc, 176315, Bachelors, 13, Divorced, Sales, Not-in-family, White, Male, 401, 0, 20, United-States, <=50K.
35, Private, 187167, HS-grad, 9, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
24, Private, 241582, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 33, United-States, <=50K.
31, Private, 247328, 11th, 7, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K.
75, Self-emp-not-inc, 157778, Assoc-voc, 11, Divorced, Prof-specialty, Not-in-family, White, Female, 15831, 0, 50, United-States, >50K.
66, Self-emp-not-inc, 67765, 11th, 7, Widowed, Exec-managerial, Not-in-family, White, Female, 0, 0, 84, United-States, >50K.
19, ?, 229431, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
46, Private, 192203, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K.
31, Private, 93326, Some-college, 10, Separated, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
46, Private, 118889, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 68, United-States, >50K.
29, State-gov, 237028, HS-grad, 9, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
63, Private, 156127, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 45, United-States, <=50K.
46, Private, 151325, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
52, Private, 311350, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K.
44, Self-emp-not-inc, 273465, Assoc-acdm, 12, Never-married, Sales, Own-child, White, Male, 0, 0, 50, United-States, <=50K.
66, Private, 172646, 5th-6th, 3, Married-civ-spouse, Transport-moving, Husband, White, Male, 1173, 0, 12, United-States, <=50K.
51, Private, 379797, 10th, 6, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, United-States, <=50K.
38, Private, 131827, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 70, United-States, <=50K.
26, State-gov, 158734, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
35, Private, 233533, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 42, United-States, <=50K.
48, Private, 246367, Some-college, 10, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K.
42, Local-gov, 142049, Some-college, 10, Divorced, Tech-support, Unmarried, White, Female, 0, 0, 32, United-States, <=50K.
50, Private, 101119, 10th, 6, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K.
26, Private, 104830, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Female, 594, 0, 35, United-States, <=50K.
42, Private, 173981, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, Italy, >50K.
63, Private, 195338, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 45, United-States, >50K.
18, Private, 64253, 11th, 7, Never-married, Sales, Own-child, Black, Female, 0, 0, 20, United-States, <=50K.
56, Private, 182062, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 48, United-States, >50K.
33, Private, 111696, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 45, United-States, <=50K.
41, ?, 168071, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K.
42, Private, 314369, HS-grad, 9, Divorced, Craft-repair, Unmarried, Black, Male, 0, 0, 45, United-States, <=50K.
37, Private, 178877, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 45, United-States, <=50K.
42, Private, 111483, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 48, United-States, >50K.
18, ?, 192321, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
62, Private, 171757, 7th-8th, 4, Widowed, Transport-moving, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K.
29, Federal-gov, 157313, Assoc-voc, 11, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
20, Private, 38772, 11th, 7, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
36, Federal-gov, 72338, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 40, United-States, >50K.
67, Self-emp-not-inc, 132626, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 70, United-States, <=50K.
50, Private, 176240, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K.
40, Private, 202692, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 35, United-States, <=50K.
18, Private, 70021, 11th, 7, Never-married, Other-service, Own-child, White, Male, 0, 0, 15, United-States, <=50K.
55, Private, 181242, HS-grad, 9, Divorced, Protective-serv, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K.
48, Private, 196707, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
80, Local-gov, 81534, 1st-4th, 2, Widowed, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male, 1086, 0, 20, Philippines, <=50K.
25, Private, 137658, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K.
24, Private, 253190, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, <=50K.
46, Private, 233059, 9th, 5, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
22, State-gov, 177787, HS-grad, 9, Never-married, Other-service, Unmarried, White, Female, 0, 0, 45, United-States, <=50K.
35, Self-emp-not-inc, 193026, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, <=50K.
62, Self-emp-not-inc, 271464, Masters, 14, Separated, Farming-fishing, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K.
40, Private, 199689, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
27, Federal-gov, 190653, Assoc-voc, 11, Married-civ-spouse, Armed-Forces, Husband, White, Male, 0, 0, 40, ?, >50K.
40, Private, 359389, Bachelors, 13, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female, 0, 0, 40, Philippines, <=50K.
49, Self-emp-not-inc, 181717, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 7, United-States, >50K.
52, Private, 245127, 9th, 5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, Outlying-US(Guam-USVI-etc), <=50K.
21, Private, 274398, Assoc-voc, 11, Never-married, Adm-clerical, Own-child, Black, Female, 0, 0, 40, United-States, <=50K.
41, Self-emp-not-inc, 344624, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, >50K.
35, Private, 169037, HS-grad, 9, Married-civ-spouse, Transport-moving, Wife, White, Female, 0, 0, 48, United-States, <=50K.
22, Private, 221406, Some-college, 10, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K.
71, Private, 211707, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 4, United-States, <=50K.
73, ?, 185939, Bachelors, 13, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K.
33, Private, 227026, Bachelors, 13, Never-married, Craft-repair, Unmarried, White, Female, 0, 0, 40, Nicaragua, <=50K.
38, Private, 187847, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K.
19, Private, 238144, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K.
29, Private, 243660, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K.
26, Private, 102476, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K.
56, Local-gov, 238405, HS-grad, 9, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
29, Private, 187479, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K.
40, Private, 168294, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
52, ?, 129893, HS-grad, 9, Married-civ-spouse, ?, Husband, Black, Male, 0, 1579, 30, United-States, <=50K.
55, Private, 172642, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K.
19, Private, 208066, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States, <=50K.
39, Private, 247558, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 41, United-States, <=50K.
36, Private, 99233, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1887, 40, United-States, >50K.
46, Private, 430278, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
33, State-gov, 204374, Masters, 14, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 38, Poland, <=50K.
30, Private, 136832, 9th, 5, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
54, Federal-gov, 151135, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K.
17, Private, 95875, 9th, 5, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 12, United-States, <=50K.
39, Private, 360494, HS-grad, 9, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
21, ?, 187581, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
53, Private, 98659, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 44, United-States, <=50K.
45, Private, 252242, Doctorate, 16, Divorced, Sales, Not-in-family, White, Male, 99999, 0, 55, United-States, >50K.
24, Private, 411238, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, Black, Female, 0, 0, 40, United-States, <=50K.
47, Self-emp-not-inc, 199083, Masters, 14, Divorced, Transport-moving, Not-in-family, White, Male, 0, 2258, 50, United-States, >50K.
38, Private, 222573, HS-grad, 9, Separated, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
44, Private, 245317, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K.
45, Private, 216414, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 7688, 0, 50, United-States, >50K.
32, Private, 236396, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K.
24, Private, 311826, Some-college, 10, Never-married, Sales, Unmarried, White, Female, 0, 0, 18, United-States, <=50K.
38, Private, 172538, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States, <=50K.
38, Private, 43712, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 55, United-States, <=50K.
33, Private, 272669, Assoc-acdm, 12, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male, 0, 0, 30, Hong, <=50K.
50, Private, 137299, Assoc-acdm, 12, Divorced, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K.
40, Private, 171305, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, Black, Male, 0, 0, 60, United-States, >50K.
33, Local-gov, 190027, HS-grad, 9, Divorced, Other-service, Own-child, Black, Female, 0, 0, 40, United-States, <=50K.
20, Private, 376416, HS-grad, 9, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
17, Local-gov, 236831, 12th, 8, Never-married, Adm-clerical, Own-child, Black, Female, 0, 0, 15, United-States, <=50K.
27, Private, 170148, Bachelors, 13, Never-married, Tech-support, Own-child, White, Female, 0, 0, 28, United-States, <=50K.
66, Private, 366425, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K.
53, Private, 95864, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 50, England, >50K.
71, Private, 37435, Bachelors, 13, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 3, United-States, <=50K.
39, Self-emp-not-inc, 151835, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
36, Private, 149419, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Male, 0, 0, 55, United-States, <=50K.
20, ?, 224238, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 6, United-States, <=50K.
56, Private, 359972, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, England, >50K.
60, Private, 23063, 7th-8th, 4, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K.
43, Private, 198282, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
46, Self-emp-inc, 211020, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 60, Germany, >50K.
42, Private, 104196, HS-grad, 9, Never-married, Handlers-cleaners, Other-relative, White, Male, 0, 0, 40, United-States, <=50K.
56, Private, 133819, HS-grad, 9, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
31, Private, 328734, HS-grad, 9, Never-married, Adm-clerical, Unmarried, White, Female, 0, 2238, 40, United-States, <=50K.
34, Self-emp-not-inc, 41210, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States, <=50K.
38, Private, 225399, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K.
32, ?, 13862, HS-grad, 9, Never-married, ?, Not-in-family, Amer-Indian-Eskimo, Female, 0, 0, 38, United-States, <=50K.
32, Local-gov, 43959, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
44, Private, 83827, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K.
24, Private, 157332, Assoc-voc, 11, Divorced, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
48, Private, 163706, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 70, United-States, >50K.
43, Private, 211517, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 1669, 45, United-States, <=50K.
69, ?, 92852, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 5, United-States, <=50K.
39, Self-emp-not-inc, 192626, HS-grad, 9, Separated, Farming-fishing, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K.
55, Private, 115439, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
27, Private, 98769, Assoc-voc, 11, Never-married, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, >50K.
29, Private, 66473, Some-college, 10, Never-married, Farming-fishing, Unmarried, White, Male, 0, 0, 50, United-States, <=50K.
41, Self-emp-not-inc, 138077, Masters, 14, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 10, United-States, >50K.
30, Local-gov, 339388, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 72, United-States, >50K.
28, Private, 195520, Assoc-voc, 11, Never-married, Adm-clerical, Other-relative, White, Male, 0, 0, 40, Ireland, <=50K.
68, Private, 204680, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 37, United-States, <=50K.
55, Private, 184948, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K.
37, Private, 356231, 10th, 6, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 2129, 65, United-States, <=50K.
55, Private, 204334, Prof-school, 15, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 55, England, >50K.
60, Self-emp-inc, 96660, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 8, United-States, >50K.
44, Private, 184871, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K.
45, Private, 298950, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
37, Private, 238802, HS-grad, 9, Divorced, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
58, ?, 242670, Some-college, 10, Married-civ-spouse, ?, Wife, White, Female, 0, 0, 20, United-States, <=50K.
